fbGroup, lat, lon 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-11-09T18:30:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-11-08T16:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-11-07T21:30:00-0500 
Boston Hassle, 42.3955319824, -71.1219198713, 2014-11-19T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-11-05T20:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T19:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-11-01T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-10-30T22:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-31T21:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2014-11-09T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-29T20:00:00-0400 
Boston Hassle, 42.4074583539, -71.1193531716, 2014-10-29T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-28T20:00:00-0400 
Boston Hassle, 42.372425, -71.099625, 2014-11-12T20:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-26 
Boston Hassle, 42.313612, -71.224904, 2014-11-06T19:30:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-25T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-24T20:30:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-11-01T22:00:00-0400 
Boston Hassle, 42.31276, -71.1052, 2014-10-22T20:00:00-0400 
Boston Hassle, 42.4215645618, -71.0962243712, 2014-10-23T19:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-21T20:00:00-0400 
Boston Hassle, 42.3648677305, -71.1002214554, 2014-10-26T11:00:00-0400 
Boston Hassle, 42.3511586153, -71.063211, 2014-10-25T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-19T15:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-17T20:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2014-10-16T19:30:00-0400 
Boston Hassle, 42.313612, -71.224904, 2014-10-18T19:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-12-06T21:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-15T20:00:00-0400 
Boston Hassle, 42.3648677305, -71.1002214554, 2014-10-26T11:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-14T20:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-12T16:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-11T21:00:00-0400 
Boston Hassle, 42.313612, -71.224904, 2014-10-10T19:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-21T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-19T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-07T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-10-06T20:00:00-0400 
Boston Hassle, 42.372425, -71.099625, 2014-10-08T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-05T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-04T16:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-05T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-30T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-29T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-28T21:00:00-0400 
Boston Hassle, 42.3610403461, -71.0516001413, 2014-09-28T12:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-24T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-23T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-22T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-10-30T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-10-04T22:00:00-0400 
Boston Hassle, 42.3610403461, -71.0516001413, 2014-09-28T12:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-27T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-22T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-20T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-21T15:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-20T16:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-19T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-18T20:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-19T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-17T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-16T19:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-16T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-15T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-15T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-14T19:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-14T16:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-14T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-13T16:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-13T20:00:00-0400 
Boston Hassle, 42.3883543062, -71.1035776904, 2014-11-07T18:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-09T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-08T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-07T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-06T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-06T16:00:00-0400 
Boston Hassle, 42.6358808712, -71.3172419615, 2014-09-14T13:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-06T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-05T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-05T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-04T20:30:00-0400 
Boston Hassle, 42.309925, -71.115982, 2014-09-06T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-03T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-02T19:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-03T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-02T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-09-01T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-01T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-31T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-30T21:00:00-0400 
Boston Hassle, 42.241482, -71.832123, 2014-09-02T19:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-30T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-29T21:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-29T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-28T20:30:00-0400 
Boston Hassle, 42.3662084992, -71.1052187701, 2014-09-19T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-27T20:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-27T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-26T19:30:00-0400 
Boston Hassle, 42.365994, -71.105008, 2014-09-04T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-26T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-25T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-23T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-24T16:15:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-24T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-23T16:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-22T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-22T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-10-11T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-21T20:30:00-0400 
Boston Hassle, 42.241482, -71.832123, 2014-09-02T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-20T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-19T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-18T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-18T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-17T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-16T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-17T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-17T16:00:00-0400 
Boston Hassle, 42.365994, -71.105008, 2014-09-11T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-16T16:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-15T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-15T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-14T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-13T20:00:00-0400 
Boston Hassle, 42.3883543062, -71.1035776904, 2014-09-05T18:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-11T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-09T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-08-09T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-08T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-07T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-08T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-06T20:00:00-0400 
Boston Hassle, 42.3638680574, -71.1014775668, 2014-08-15T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-05T19:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-09-16T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-05T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-25T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-04T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-08-29T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-03T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-08-04T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-02T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-08-01T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-31T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-30T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-29T19:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-07-30T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-29T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-28T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-28T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-27T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-27T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-26T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-25T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-24T20:30:00-0400 
Boston Hassle, 42.3724740216, -71.1217062874, 2014-08-11T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-23T20:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2014-07-30T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-23T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-22T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-28T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-22T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-20T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-21T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-19T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-08-02T22:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-19T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-18T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-07-18T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-17T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-16T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-16T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-15T19:30:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2014-08-24T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-14T19:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-07-15T20:00:00-0400 
Boston Hassle, 42.365994, -71.105008, 2014-08-01T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-13T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-12T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-11T21:00:00-0400 
Boston Hassle, 42.3821538384, -71.1195726052, 2014-07-10T21:30:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-07-25T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-10T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-09T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-08T19:30:00-0400 
Boston Hassle, 42.3667650243, -71.1067761561, 2014-08-16T12:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-07T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-19T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-05T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-04T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-07-05T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-03T20:30:00-0400 
Boston Hassle, 42.309925, -71.115982, 2014-06-27T16:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-02T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-09-12T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-07-01T19:30:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2014-07-03T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-07-01T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-30T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-29T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-28T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-29T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-27T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-07-06T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-26T20:30:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-27T21:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-28T16:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-25T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-30T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-24T19:30:00-0400 
Boston Hassle, 42.309925, -71.115982, 2014-06-27T16:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-23T20:00:00-0400 
Boston Hassle, 42.499737, -72.331261, 2014-08-02T14:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-22T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-21T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-06-20T22:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-21T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-20T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-19T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-18T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-17T19:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-16T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-16T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-15T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-14T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-13T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-12T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-11T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-10T19:30:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-06-24T22:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-10T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-08T19:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-07T15:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-08T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-07T21:00:00-0400 
Boston Hassle, 42.351072876, -71.1381154548, 2014-06-21T12:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-08T16:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-06T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-05T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-04T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-06-20T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-03T19:30:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2014-06-27T22:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-06-03T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-02T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-06-01T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-31T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-06-01T16:00:00-0400 
Boston Hassle, 42.3724740216, -71.1217062874, 2014-06-16T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-05-31T16:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-05-31T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-30T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-29T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-05-30T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-28T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-27T19:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-05-28T20:00:00-0400 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-05-27 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-05-25T19:00:00-0400 
